IDs,final_classification,genebank_id,accession_id,start,stop,gene_description,socus,sig_seq,is_family,group,origin,bits_score,e_value,final_call
gene:plasmid:88409,plasmid,5343067,NC_009649.1,21645,22655,putative alginate lyase,KPN_pKPN3p05873,ISWco1,IS3,IS150,Weissella confusa,34.2,0.45,plasmid
gene:plasmid:88410,likely IS/TE,5343068,NC_009649.1,23059,24063,transposase,KPN_pKPN3p05874,IS5075,IS110,IS1111,Escherichia coli,1968,0,likely IS/TE
gene:plasmid:88412,likely IS/TE,5343070,NC_009649.1,25029,25583,rmpB-like protein,KPN_pKPN3p05876,ISSaen1,IS110,IS1111,Salmonella enteritidis,537,6.00E-153,likely IS/TE
gene:plasmid:88413,plasmid,5343071,NC_009649.1,26192,27145,Co/Zn/Cd cation transporter,KPN_pKPN3p05877,ISAba48,IS701,ISAba11,Acinetobacter baumannii,32.2,1.7,plasmid
gene:plasmid:88414,plasmid,5343072,NC_009649.1,27257,27631,hypothetical protein,KPN_pKPN3p05878,ISHar1,IS3,IS150,Herminiimonas arsenicoxydans,36.2,0.041,plasmid
gene:plasmid:88415,plasmid,5343073,NC_009649.1,28069,28650,hypothetical protein,KPN_pKPN3p05879,ISHph1,IS5,IS903,Hoeflea phototrophica,34.2,0.25,plasmid
gene:plasmid:88416,plasmid,5343074,NC_009649.1,28768,29475,nodulin 21-like protein,KPN_pKPN3p05880,ISLad2,IS1202,ISAba32,Leclercia adecarboxylata,32.2,1.2,plasmid
gene:plasmid:88417,plasmid,5343075,NC_009649.1,29618,29929,hypothetical protein,KPN_pKPN3p05881,ISFnu4,IS110,,Fusobacterium nucleatum,34.2,0.13,plasmid
gene:plasmid:88418,likely IS/TE,5343076,NC_009649.1,30075,30470,hypothetical protein,KPN_pKPN3p05882,ISEcl1,IS3,IS2,Enterobacter cloacae,737,0,likely IS/TE
gene:plasmid:88419,likely IS/TE,5343077,NC_009649.1,30428,30649,transposase,KPN_pKPN3p05883,ISEcl1,IS3,IS2,Enterobacter cloacae,297,4.00E-81,likely IS/TE
gene:plasmid:88420,likely IS/TE,5343078,NC_009649.1,31078,32082,transposase,KPN_pKPN3p05884,IS5075,IS110,IS1111,Escherichia coli,1968,0,likely IS/TE
gene:plasmid:88421,likely IS/TE,5343079,NC_009649.1,32161,33426,transposase,KPN_pKPN3p05885,ISSba14,Tn3,,Shewanella baltica,644,0,likely IS/TE
gene:plasmid:88422,likely IS/TE,5343080,NC_009649.1,33312,33944,transposase,KPN_pKPN3p05887,IS15DII,IS6,,Salmonella panama,1164,0,likely IS/TE
gene:plasmid:88423,likely IS/TE,5343081,NC_009649.1,34315,34635,transposase,KPN_pKPN3p05888,ISThi1,IS5,IS5,Thioalkalivibrio sp.,613,8.00E-176,likely IS/TE
gene:plasmid:88425,plasmid,5343083,NC_009649.1,562,1107,hypothetical protein,KPN_pKPN3p05860,ISMma19,IS200/IS605,IS605,Methanosarcina mazei,34.2,0.24,plasmid
gene:plasmid:88426,plasmid,5343084,NC_009649.1,1464,3785,klebicin B,KPN_pKPN3p05861,ISVa19,IS256,,"Vibrio anguillarum,",36.2,0.26,plasmid
gene:plasmid:88427,plasmid,5343085,NC_009649.1,3763,4065,klebicin B immunity,KPN_pKPN3p05862,ISMba15,IS5,IS903,Methanosarcina barkeri,32.2,0.51,plasmid
gene:plasmid:88428,plasmid,5343086,NC_009649.1,4334,4885,endonuclease,KPN_pKPN3p05863,ISArsp6,Tn3,,Arthrobacter sp.,32.2,0.95,plasmid
gene:plasmid:88429,plasmid,5343087,NC_009649.1,5206,5484,replication protein,KPN_pKPN3p05864,IS1492,IS110,IS1111,Pseudomonas putida,34.2,0.12,plasmid
gene:plasmid:88430,plasmid,5343088,NC_009649.1,5771,6628,replication protein,KPN_pKPN3p05865,ISAcas3,ISKra4,ISKra4,Acaryochloris sp.,34.2,0.38,plasmid
gene:plasmid:88431,plasmid,5343089,NC_009649.1,8075,10270,ATP-dependent helicase,KPN_pKPN3p05866,ISRer3,IS256,,Rhodococcus erythropolis,36.2,0.25,plasmid
gene:plasmid:88432,plasmid,5343090,NC_009649.1,10267,11583,biotin carboxylase,KPN_pKPN3p05867,ISSma12,IS481,,Serratia marcescens,30.2,9.1,plasmid
gene:plasmid:88433,plasmid,5343091,NC_009649.1,11587,13896,hypothetical protein,KPN_pKPN3p05868,ISStsp4,IS5,ISL2,Streptomyces sp.,40.1,0.017,plasmid
gene:plasmid:88435,plasmid,5343093,NC_009649.1,15601,16854,galactoside permease,KPN_pKPN3p05870,ISMmo2,IS1595,ISSod11,Magnetospirillum moscoviense,34.2,0.55,plasmid
gene:plasmid:88436,plasmid,5343094,NC_009649.1,16906,19980,beta-D-galactosidase,KPN_pKPN3p05871,ISShes9,IS66,,Shewanella sp.,38.2,0.088,plasmid
gene:plasmid:88437,plasmid,5343095,NC_009649.1,20102,21250,lac repressor,KPN_pKPN3p05872,ISMgi3,IS1182,,Mycobacterium gilvum,38.2,0.033,plasmid
gene:plasmid:88438,plasmid,5343096,NC_009649.1,34977,35804,ATP-binding protein of phosphonate ABC transporter,KPN_pKPN3p05889,ISArsp6,Tn3,,Arthrobacter sp.,36.2,0.092,plasmid
gene:plasmid:88439,plasmid,5343097,NC_009649.1,35801,36664,"ABC-type phosphate/phosphonate transport system, periplasmic component",KPN_pKPN3p05890,ISCca1,IS982,,Candidatus Cardinium,36.2,0.096,plasmid
gene:plasmid:88440,plasmid,5343098,NC_009649.1,36661,37500,phosphate ABC transporter permease,KPN_pKPN3p05891,ISRor5,IS5,IS5,Raoultella ornithinolytica,42.1,0.002,plasmid
gene:plasmid:88441,plasmid,5343099,NC_009649.1,37509,38519,phosphonate dehydrogenase (NAD-dependent phosphite dehydrogenase),KPN_pKPN3p05892,ISAzo3,ISAs1,,Azoarcus sp.,36.2,0.11,plasmid
gene:plasmid:88442,plasmid,5343100,NC_009649.1,38513,39382,transcriptional regulator,KPN_pKPN3p05893,ISPsy42,Tn3,,Pseudomonas syringae,38.2,0.025,plasmid
gene:plasmid:88443,likely IS/TE,5343101,NC_009649.1,39490,40125,transposase,KPN_pKPN3p05894,ISThi1,IS5,IS5,Thioalkalivibrio sp.,1007,0,likely IS/TE
gene:plasmid:88444,likely IS/TE,5343102,NC_009649.1,40591,41571,IS5 transposase,KPN_pKPN3p05895,ISKpn26,IS5,IS5,Klebsiella pneumoniae,1865,0,likely IS/TE
gene:plasmid:88445,likely IS/TE,5343103,NC_009649.1,41830,42333,IS1 transposase,KPN_pKPN3p05896,ISSen9,IS1,,Salmonella enterica,848,0,likely IS/TE
gene:plasmid:88446,plasmid,5343104,NC_009649.1,42773,43036,hypothetical protein,KPN_pKPN3p05897,ISPpu19,IS66,,Pseudomonas putida,61.9,5.00E-10,plasmid
gene:plasmid:88447,plasmid,5343105,NC_009649.1,43874,44443,molecular chaperone (small heat shock protein),KPN_pKPN3p05898,ISApr2,IS1595,ISSod11,Alpha proteobacterium,34.2,0.25,plasmid
gene:plasmid:88448,plasmid,5343106,NC_009649.1,44558,47353,"ATPase with chaperone activity, ATP-binding subunit",KPN_pKPN3p05899,ISPye53,IS256,,Paracoccus yeei,40.1,0.02,plasmid
gene:plasmid:88449,plasmid,5343107,NC_009649.1,47353,47550,hypothetical protein,KPN_pKPN3p05900,ISGrh1,ISNCY,ISDol1,Gordonia rhizosphera,40.1,0.001,plasmid
gene:plasmid:88450,plasmid,5343108,NC_009649.1,47788,48537,hypothetical protein,KPN_pKPN3p05901,ISAli18,ISL3,,Azospirillum lipoferum,44.1,3.00E-04,plasmid
gene:plasmid:88451,plasmid,5343109,NC_009649.1,48524,48730,Zn-dependent protease with chaperone function,KPN_pKPN3p05902,ISRhtr1,IS1595,ISSod11,Rhizobium sp.,36.2,0.022,plasmid
gene:plasmid:88452,plasmid,5343110,NC_009649.1,48733,49485,Zn-dependent protease with chaperone function,KPN_pKPN3p05903,IS1421,IS5,IS427,Ralstonia solanacearum,36.2,0.084,plasmid
gene:plasmid:88453,likely IS/TE,5343111,NC_009649.1,49800,50105,hypothetical protein,KPN_pKPN3p05904,ISKpn38,IS3,IS150,Klebsiella pneumoniae,549,9.00E-157,likely IS/TE
gene:plasmid:88454,likely IS/TE,5343112,NC_009649.1,50054,50827,hypothetical protein,KPN_pKPN3p05905,ISKpn38,IS3,IS150,Klebsiella pneumoniae,1417,0,likely IS/TE
gene:plasmid:88455,likely IS/TE,5343113,NC_009649.1,51328,52686,Sea24,KPN_pKPN3p05906,ISKpn63,IS1202,ISAba32,Klebsiella pneumoniae,1160,0,likely IS/TE
gene:plasmid:88456,likely IS/TE,5343114,NC_009649.1,52892,53536,hypothetical protein,KPN_pKPN3p05907,ISKpn21,IS1202,ISAba32,Klebsiella pneumoniae,1279,0,likely IS/TE
gene:plasmid:88457,likely IS/TE,5343115,NC_009649.1,53565,54968,putative transposase,KPN_pKPN3p05908,ISKpn21,IS1202,ISAba32,Klebsiella pneumoniae,2783,0,likely IS/TE
gene:plasmid:88458,plasmid,5343116,NC_009649.1,55050,55172,hypothetical protein,KPN_pKPN3p05909,ISDpr6,IS1380,,delta proteobacterium,34.2,0.049,plasmid
gene:plasmid:88459,plasmid,5343117,NC_009649.1,55169,55651,putative acetyltransferase,KPN_pKPN3p05910,ISGsu3,IS5,,Geobacter sulfurreducens,32.2,0.83,plasmid
gene:plasmid:88460,plasmid,5343118,NC_009649.1,55639,55905,hypothetical protein,KPN_pKPN3p05911,ISCku10,ISNCY,ISDol1,Candidatus Kuenenia,32.2,0.45,plasmid
gene:plasmid:88461,plasmid,5343119,NC_009649.1,56081,56335,hypothetical protein,KPN_pKPN3p05912,ISMbov6,IS30,,Mycoplasma bovis,30.2,1.7,plasmid
gene:plasmid:88462,plasmid,5343120,NC_009649.1,56411,56668,hypothetical protein,KPN_pKPN3p05913,ISCla1,IS110,,Caldicellulosiruptor lactoaceticus,34.2,0.11,plasmid
gene:plasmid:88463,plasmid,5343121,NC_009649.1,56954,57286,hypothetical protein,KPN_pKPN3p05914,ISMbov5,IS1634,,Mycoplasma bovis,30.2,2.2,plasmid
gene:plasmid:88464,plasmid,5343122,NC_009649.1,57366,57860,hypothetical protein,KPN_pKPN3p05915,TnXo19,Tn3,,Xanthomonas oryzae,40.1,0.003,plasmid
gene:plasmid:88465,plasmid,5343123,NC_009649.1,57891,58466,hypothetical protein,KPN_pKPN3p05916,MITEHhi1,IS5,,Haloarcula hispanica,36.2,0.064,plasmid
gene:plasmid:88466,plasmid,5343124,NC_009649.1,58454,58723,hypothetical protein,KPN_pKPN3p05917,ISSma22,IS91,,Serratia marcescens,30.2,1.8,plasmid
gene:plasmid:88467,plasmid,5343125,NC_009649.1,59081,59431,DNA-binding transcriptional repressor ArsR,KPN_pKPN3p05918,ISJli1,IS1595,ISPna2,Janthinobacterium lividum,32.2,0.59,plasmid
gene:plasmid:88468,plasmid,5343126,NC_009649.1,59481,59843,ArsD,KPN_pKPN3p05919,ISKpn33,IS66,,Klebsiella pneumoniae,36.2,0.039,plasmid
gene:plasmid:88472,plasmid,5343130,NC_009649.1,63420,63956,putative acetyltransferase,KPN_pKPN3p05923,ISCud1,IS1202,ISAba32,Caballeronia udeis,32.2,0.92,plasmid
gene:plasmid:88473,plasmid,5343131,NC_009649.1,65853,66215,"ABC-type phosphate/phosphonate transport system, periplasmic component",KPN_pKPN3p05924,ISSod2,IS3,IS407,Shewanella oneidensis,38.2,0.01,plasmid
gene:plasmid:88474,plasmid,5343132,NC_009649.1,66291,66848,hypothetical protein,KPN_pKPN3p05925,TnAs1,Tn3,,Aeromonas salmonicida,36.2,0.062,plasmid
gene:plasmid:88475,plasmid,5343133,NC_009649.1,66845,67558,hypothetical protein,KPN_pKPN3p05926,ISAzs17,Tn3,,Azospirillum sp.,56,9.00E-08,plasmid
gene:plasmid:88476,plasmid,5343134,NC_009649.1,67555,67881,hypothetical protein,KPN_pKPN3p05927,ISBsp4,IS1182,,Bacillus sp.,36.2,0.035,plasmid
gene:plasmid:88477,plasmid,5343135,NC_009649.1,0,347,hypothetical protein,KPN_pKPN3p05859,ISCysp13,IS200/IS605,IS605,Cyanothece sp.,32.2,0.59,plasmid
gene:plasmid:88483,likely IS/TE,5061542,NC_009377.1,9249,9896,hypothetical protein,YPDSF_3947,ISYpe1,IS3,IS407,Yersinia pestis,1102,0,likely IS/TE
gene:plasmid:88624,likely IS/TE,5236126,NC_009595.1,11787,14102,putative transposase,YPE_4165,ISEc63,Tn3,,Escherichia coli,1419,0,likely IS/TE
gene:plasmid:88686,plasmid,5548066,NC_009781.1,1041,1949,replication protein,pIGJC156_01,ISRtr2,IS3,IS51,Rhizobium tropici,36.2,0.1,plasmid
gene:plasmid:88687,plasmid,5548067,NC_009781.1,2717,3643,mobilization protein,pIGJC156_02,ISRle11,IS1182,,Rhizobium leguminosarum,34.2,0.41,plasmid
gene:plasmid:88688,plasmid,5548068,NC_009781.1,3646,4179,hypothetical protein,pIGJC156_03,ISAfe1,IS110,IS1111,Acidithiobacillus ferroxidans,32.2,0.92,plasmid
gene:plasmid:88824,plasmid,5384031,NC_009703.1,33790,33942,hypothetical protein,pC46022_51,ISDli1,IS1595,IS1016,Desulfovibrio litoralis,30.2,0.97,plasmid
gene:plasmid:88942,plasmid,5317980,NC_009620.1,870737,872746,cytochrome o ubiquinol oxidase subunit I,Smed_4371,ISNov4,IS1202,ISAba32,Novosphingobium sp.,36.2,0.23,plasmid
gene:plasmid:88962,plasmid,5318000,NC_009620.1,723157,724689,carboxyl transferase,Smed_4239,ISKpn23,IS1380,,Klebsiella pneumoniae,44.1,7.00E-04,plasmid
gene:plasmid:89001,plasmid,5318039,NC_009620.1,1489340,1490437,ABC transporter-like protein,Smed_4976,ISArch25,IS5,IS903,Uncultured archeon,34.2,0.48,plasmid
gene:plasmid:89090,plasmid,5318130,NC_009620.1,1185402,1187297,heat shock protein 90,Smed_4673,ISShsp5,IS1202,ISAba32,Sphingomonas sp.,42.1,0.003,plasmid
gene:plasmid:89235,plasmid,5318281,NC_009620.1,718930,721068,methylmalonyl-CoA mutase,Smed_4237,ISStro1,IS5,IS427,Streptosporangium roseum,40.1,0.015,plasmid
gene:plasmid:89376,plasmid,5318427,NC_009620.1,148672,149721,glycerol-3-phosphate transporter ATP-binding subunit,Smed_3707,ISPfa2,IS110,IS1111,Pandoraea faecigallinarum,34.2,0.46,plasmid
gene:plasmid:89528,plasmid,5318583,NC_009620.1,647436,649268,thiamine biosynthesis protein ThiC,Smed_4174,ISMyca1,IS1634,,Mycobacterium canettii,38.2,0.052,plasmid
gene:plasmid:89647,plasmid,5318708,NC_009620.1,375657,376736,"fructose-1,6-bisphosphate aldolase",Smed_3923,ISTico1,IS1595,ISNha5,Tistlia consotensis,36.2,0.12,plasmid
gene:plasmid:90106,plasmid,5319176,NC_009620.1,824611,825678,ABC transporter-like protein,Smed_4327,ISBli10,IS3,IS3,Brevibacterium linens,34.2,0.47,plasmid
gene:plasmid:90201,plasmid,5319272,NC_009620.1,597850,599484,chaperonin GroEL,Smed_4130,ISRso16,IS3,IS407,Ralstonia solanacearum,38.2,0.046,plasmid
gene:plasmid:90202,plasmid,5319274,NC_009620.1,600106,601179,ABC transporter-like protein,Smed_4132,ISAr1,IS630,,Agrobacterium rhizogenes,36.2,0.12,plasmid
gene:plasmid:90428,plasmid,4947312,NC_009227.1,2652,3911,serine hydroxymethyltransferase,Bcep1808_7032,ISRso7,IS256,,Ralstonia solanacearum,38.2,0.036,plasmid
gene:plasmid:90582,likely IS/TE,4947472,NC_009227.1,158969,159496,resolvase domain-containing protein,Bcep1808_7192,ISPa38,Tn3,,Pseudomonas aeruginosa,985,0,likely IS/TE
gene:plasmid:90585,likely IS/TE,4947475,NC_009227.1,160791,161162,hypothetical protein,Bcep1808_7195,ISPa38,Tn3,,Pseudomonas aeruginosa,737,0,likely IS/TE
gene:plasmid:90628,likely IS/TE,4947519,NC_009227.1,206562,206948,hypothetical protein,Bcep1808_7239,ISPa38,Tn3,,Pseudomonas aeruginosa,767,0,likely IS/TE
gene:plasmid:90629,likely IS/TE,4947520,NC_009227.1,206964,207137,hypothetical protein,Bcep1808_7240,ISPa38,Tn3,,Pseudomonas aeruginosa,345,1.00E-95,likely IS/TE
gene:plasmid:90631,likely IS/TE,4947522,NC_009227.1,207796,208122,hypothetical protein,Bcep1808_7242,ISPa38,Tn3,,Pseudomonas aeruginosa,648,0,likely IS/TE
gene:plasmid:90632,likely IS/TE,4947523,NC_009227.1,208119,208619,hypothetical protein,Bcep1808_7243,ISPa38,Tn3,,Pseudomonas aeruginosa,993,0,likely IS/TE
gene:plasmid:90633,likely IS/TE,4947524,NC_009227.1,208616,208987,hypothetical protein,Bcep1808_7244,ISPa38,Tn3,,Pseudomonas aeruginosa,737,0,likely IS/TE
gene:plasmid:90634,likely IS/TE,4947525,NC_009227.1,208981,209538,resolvase domain-containing protein,Bcep1808_7245,ISPa38,Tn3,,Pseudomonas aeruginosa,1106,0,likely IS/TE
gene:plasmid:90730,plasmid,4976710,NC_009339.1,31937,34285,heavy metal translocating P-type ATPase,Mflv_5305,ISAcba1,IS1595,ISSod11,Actinobacteria bacterium,50.1,2.00E-05,plasmid
gene:plasmid:90766,plasmid,4976746,NC_009339.1,70884,72629,cytochrome-c oxidase,Mflv_5341,IS692,IS66,,Agrobacterium tumefaciens,36.2,0.2,plasmid
gene:plasmid:90849,plasmid,4976830,NC_009339.1,176977,177813,integrase catalytic subunit,Mflv_5439,ISPfr10,IS3,IS407,Propionibacterium freudenreichii,46.1,1.00E-04,plasmid
gene:plasmid:90988,plasmid,5314970,NC_009619.1,51,143,hypothetical protein,SaurJH1_2794,ISAjo6,IS66,,Acinetobacter johnsonii,28.2,2.2,plasmid
gene:plasmid:91004,plasmid,5314989,NC_009619.1,29337,30308,quinone oxidoreductase putative YhdH/YhfP,SaurJH1_2829,ISSpgl1,IS1595,ISPna2,Sporosarcina globispora,38.2,0.027,plasmid
gene:plasmid:91008,plasmid,5314993,NC_009619.1,2703,3395,hypothetical protein,SaurJH1_2798,ISvNY2A_2,IS607,,Virus NY2A,38.2,0.019,plasmid
gene:plasmid:91010,plasmid,5314995,NC_009619.1,18328,18423,hypothetical protein,SaurJH1_2816,ISGst3,IS200/IS605,IS1341,Geobacillus stearothermophilus,30.2,0.57,plasmid
gene:plasmid:91012,plasmid,5314997,NC_009619.1,5977,6720,hypothetical protein,SaurJH1_2802,ISPlr1,ISAs1,,Planktothrix rubescens,34.2,0.33,plasmid
gene:plasmid:91015,plasmid,5315000,NC_009619.1,2399,2593,hypothetical protein,SaurJH1_2797,ISWen3,IS66,ISBst12,Wolbachia endosymbiont,36.2,0.02,plasmid
gene:plasmid:91020,plasmid,5315005,NC_009619.1,5604,5720,hypothetical protein,SaurJH1_2801,ISCco5,IS607,,Campylobacter coli,30.2,0.72,plasmid
gene:plasmid:91022,plasmid,4927074,NC_009139.1,101334,101636,hypothetical protein,YR71pYR1_0126,ISMno26,IS110,IS1111,Methylobacterium nodulans,34.2,0.13,plasmid
gene:plasmid:91023,plasmid,4927075,NC_009139.1,35326,36111,putative ParA partition protein,YR71pYR1_0054,ISCef7,IS1380,,Corynebacterium efficiens,34.2,0.34,plasmid
gene:plasmid:91035,plasmid,4927087,NC_009139.1,8484,9461,signal peptide peptidase SppA domain-containing protein,YR71pYR1_0013,ISHahy10,IS30,,Halanaerobium hydrogeniformans,38.2,0.028,plasmid
gene:plasmid:91036,plasmid,4927088,NC_009139.1,30283,31527,DNA methylase,YR71pYR1_0049,ISBrsp2,IS1182,,Bradyrhizobium sp.,36.2,0.14,plasmid
gene:plasmid:91039,plasmid,4927091,NC_009139.1,24352,24546,hypothetical protein,YR71pYR1_0038,ISDge13,IS6,,Deinococcus geothermalis,32.2,0.32,plasmid
gene:plasmid:91050,plasmid,4927102,NC_009139.1,29928,30290,hypothetical protein,YR71pYR1_0048,TnXo19,Tn3,,Xanthomonas oryzae,32.2,0.62,plasmid
gene:plasmid:91057,plasmid,4927109,NC_009139.1,108096,108701,putative 5'-nucleotidase,YR71pYR1_0133,ISSm3,IS110,,Serratia marcescens,34.2,0.26,plasmid
gene:plasmid:91063,plasmid,4927115,NC_009139.1,29683,29925,hypothetical protein,YR71pYR1_0047,ISSba20,IS21,,Shewanella baltica,32.2,0.4,plasmid
gene:plasmid:91067,plasmid,4927119,NC_009139.1,79010,79651,hypothetical protein,YR71pYR1_0097,ISPsy35,IS110,,Pseudomonas syringae,34.2,0.28,plasmid
gene:plasmid:91073,plasmid,4927125,NC_009139.1,100912,101256,hypothetical protein,YR71pYR1_0125,ISPein1,IS1202,IS1202,Pediococcus inopinatus,34.2,0.15,plasmid
gene:plasmid:91075,plasmid,4927127,NC_009139.1,16951,17499,hypothetical protein,YR71pYR1_0027,ISMex7,IS3,IS150,Methylobacterium extorquens,34.2,0.24,plasmid
gene:plasmid:91078,plasmid,4927130,NC_009139.1,6866,7339,hypothetical protein,YR71pYR1_0010,ISDess1,IS1595,ISPna2,Desulfosporosinus sp.,34.2,0.21,plasmid
gene:plasmid:91080,plasmid,4927132,NC_009139.1,7648,8502,hypothetical protein,YR71pYR1_0012,ISCARN63,IS1202,ISTde1,Metagenomic data,32.2,1.5,plasmid
gene:plasmid:91084,plasmid,4927136,NC_009139.1,133278,134483,sodium/glutamate symporter,YR71pYR1_0160,ISFnu1,IS1182,,Fusobacterium nucleatum,38.2,0.034,plasmid
gene:plasmid:91085,plasmid,4927137,NC_009139.1,27648,28193,hypothetical protein,YR71pYR1_0044,ISPa92,IS1182,,Pseudomonas aeruginosa,30.2,3.7,plasmid
gene:plasmid:91088,plasmid,4927140,NC_009139.1,2584,2865,hypothetical protein,YR71pYR1_0004,ISLbu1,ISLre2,,Leptotrichia buccalis,32.2,0.47,plasmid
gene:plasmid:91089,plasmid,4927141,NC_009139.1,132135,132632,hypothetical protein,YR71pYR1_0159,ISIMl1,IS110,,Moraxella lacunata,36.2,0.055,plasmid
gene:plasmid:91095,plasmid,4927147,NC_009139.1,100367,100720,hypothetical protein,YR71pYR1_0124,ISMysp7,IS256,,Mycobacterium sp.,32.2,0.6,plasmid
gene:plasmid:91096,plasmid,4927148,NC_009139.1,9477,10337,DSBA-like thioredoxin domain-containing protein,YR71pYR1_0014,ISAcr1,IS1595,ISSod11,Acidiphilium cryptum,36.2,0.096,plasmid
gene:plasmid:91102,plasmid,4927154,NC_009139.1,31541,31972,hypothetical protein,YR71pYR1_0050,ISTesp3,IS3,IS51,Terrabacter sp.,34.2,0.19,plasmid
gene:plasmid:91103,plasmid,4927155,NC_009139.1,28310,29248,hypothetical protein,YR71pYR1_0045,ISDpr6,IS1380,,delta proteobacterium,40.1,0.007,plasmid
gene:plasmid:91104,plasmid,4927156,NC_009139.1,37339,37617,hypothetical protein,YR71pYR1_0056,ISH22,IS200/IS605,IS605,Halobacterium sp.,34.2,0.12,plasmid
gene:plasmid:91117,plasmid,4927169,NC_009139.1,12661,13179,hypothetical protein,YR71pYR1_0018,ISBam1,IS3,IS150,Burkholderia ambifaria,34.2,0.23,plasmid
gene:plasmid:91124,plasmid,4927176,NC_009139.1,27076,27645,hypothetical protein,YR71pYR1_0043,ISAcas2,ISKra4,ISMich2,Acaryochloris sp.,32.2,0.98,plasmid
gene:plasmid:91129,plasmid,4927181,NC_009139.1,10371,10799,putative lipoprotein,YR71pYR1_0015,ISCARN20,IS110,,Metagenomic data,34.2,0.19,plasmid
gene:plasmid:91140,plasmid,4927192,NC_009139.1,79945,80265,hypothetical protein,YR71pYR1_0098,ISSma10,IS256,,Serratia marcescens,32.2,0.54,plasmid
gene:plasmid:91141,plasmid,4927193,NC_009139.1,13182,13409,hypothetical protein,YR71pYR1_0019,ISMahy7,IS110,IS1111,Marinobacter hydrocarbonoclasticus,32.2,0.38,plasmid
gene:plasmid:91147,plasmid,4927199,NC_009139.1,56686,57348,hypothetical protein,YR71pYR1_0079,ISCARN102,IS630,,Metagenomic data,32.2,1.1,plasmid
gene:plasmid:91150,plasmid,4927202,NC_009139.1,108694,108963,hypothetical protein,YR71pYR1_0134,ISKpn64,IS21,,Klebsiella pneumoniae,32.2,0.45,plasmid
gene:plasmid:91166,plasmid,4927218,NC_009139.1,18970,19305,hypothetical protein,YR71pYR1_0031,ISLmo14,IS6,,Listeria monocytogenes,32.2,0.57,plasmid
gene:plasmid:91188,plasmid,4927240,NC_009139.1,108977,109195,hypothetical protein,YR71pYR1_0135,ISVei2,IS481,,Verminephrobacter eiseniae,32.2,0.36,plasmid
gene:plasmid:91193,plasmid,4927245,NC_009139.1,16438,16788,hypothetical protein,YR71pYR1_0026,ISVsp15,ISL3,,Verrucomicrobium spinosum,34.2,0.15,plasmid
gene:plasmid:91194,plasmid,4927246,NC_009139.1,61900,62283,type IV conjugative transfer system protein TraA,YR71pYR1_0086,ISMasp7,IS1380,,Magnetococcus sp.,32.2,0.65,plasmid
gene:plasmid:91195,plasmid,4927247,NC_009139.1,29248,29445,hypothetical protein,YR71pYR1_0046,ISBibr1,IS256,IS1249,Bifidobacterium breve,32.2,0.32,plasmid
gene:plasmid:91196,plasmid,4927248,NC_009139.1,3275,3709,hypothetical protein,YR71pYR1_0005,ISArch16,ISAzo13,,Uncultured archaeon,32.2,0.74,plasmid
gene:plasmid:91198,likely IS/TE,4927250,NC_009139.1,125123,126091,transposase InsC for insertion sequence IS903,YR71pYR1_0151,IS903B,IS5,IS903,Escherichia coli,1691,0,likely IS/TE
gene:plasmid:91199,plasmid,4927251,NC_009139.1,98652,98876,2Fe-2S-binding domain-containing protein,YR71pYR1_0119,ISNvsp1,IS1202,ISAba32,Noviherbaspirillum sp.,32.2,0.37,plasmid
gene:plasmid:91292,plasmid,5077421,NC_009426.1,111023,112864,RNA-directed DNA polymerase (Reverse transcriptase),Saro_3937,ISRop1,IS1380,,Rhodococcus opacus,38.2,0.052,plasmid
